pipeline_id,execution_time,records_processed,error_count,cpu_usage,memory_usage,data_delay,status
26,209.8589871902813,18042,13,49.1418834384928,66.31504022347046,18.877374127929844,1
2,161.36128032528103,12030,13,59.22195521974814,32.246479224235784,19.82284123332015,1
20,208.15992297481787,14138,6,76.92513582447847,53.587267232065805,22.63637064398955,0
28,179.08836072225387,15601,14,98.29727198125167,89.72416399122413,22.82896224679138,1
47,303.33006890070146,16646,3,73.48552242202896,62.496365588251,28.665089473078808,1
7,219.31211494814787,11645,2,71.96254396594031,77.22986314692648,22.67003863811129,0
44,121.96965064835356,15628,6,42.115781086308814,47.49757232921715,24.710677475194846,0
8,291.0257550109791,7498,8,90.40594094006156,31.625453071833864,15.969462457578615,1
47,168.3425498021375,14789,3,42.6904824998544,67.59341210483457,19.730200314699715,0
35,151.26315046099154,13195,5,94.37393644620875,84.27376528836733,14.343729504815828,1
14,307.18433262717605,19722,6,72.32030352140308,94.36746529785387,8.292511404133007,1
17,217.2918328897782,17494,9,50.107996314042126,85.03076200952671,9.401492408882,1
36,235.03830036027426,2718,2,67.10244352038752,66.00963355087315,10.81598230035561,0
40,236.65300579360752,1125,4,99.6990688409919,69.56729327203496,10.219300436566298,1
4,189.70051418810982,17046,11,58.30497112264558,83.57066259162576,15.99483187760727,1
2,171.379736490684,6917,13,56.16758611291472,31.28769529379505,7.428951759198065,1
6,179.537127253113,11394,0,47.080353702550354,91.85688263264018,15.499263405952625,0
42,280.44331396220167,18988,5,75.82854092745032,64.52938098013504,27.487239334824675,0
4,210.18937766034043,8590,4,45.353619940837774,91.88339589184486,12.178914865861167,0
29,265.64575198580684,3082,6,85.96048382824463,79.69368082775404,6.67938193384588,1
18,196.1777436385751,13134,14,95.15341085983349,39.90064910995559,10.405676869097098,1
26,162.23082113281276,16058,8,95.91226667292996,40.74188795157578,26.30661883513169,1
44,127.88917630659728,15301,10,46.47497517264627,52.986988440826366,28.250937702615147,1
34,232.400159257702,6093,3,73.49575584117812,47.15922142582683,26.60060679505184,0
10,284.70490392059867,1284,8,45.82659129413,58.5544193543392,8.620428340638702,0
36,155.70134958767497,6566,12,74.32096848905783,69.25375160690035,11.635365410137213,1
14,225.66862843190103,11757,5,88.89883511257486,58.37766746663821,29.248014736013253,1
31,131.21921421596247,9218,4,72.26740973819707,33.66733800596922,9.715569320030301,0
48,172.21516614690543,19658,1,92.32322956640087,93.41605498480864,4.1357965378422055,1
15,213.39683926872738,4972,0,88.10046129096266,57.63293872308772,8.46282612933205,1
8,113.58529571647989,14679,7,56.5929009963957,85.31987528091183,28.919325763198092,0
14,199.09883736353086,12573,11,77.80613697294649,34.807028996974886,12.47626351451942,1
23,158.16497632914272,5113,11,40.444727588567886,82.65421718158433,28.016458197900146,1
40,230.2379612869137,15378,5,63.762514955491866,41.27130145123483,3.122466432946469,0
21,191.72996789232351,11328,13,54.27761006705771,74.16132129480253,22.98166716641303,1
16,246.97195097337917,18673,6,96.22698075660917,73.01743525658087,2.800301918434538,1
45,186.02008566275924,11373,5,64.3233407033896,89.13743668734587,5.9248717408885625,0
18,131.88102400852455,19895,9,79.24386570534884,50.843984222798014,18.48306724035348,1
47,125.65199594818674,6720,12,83.91889655641643,37.082384394516765,13.034344856980152,1
24,104.54952482210153,18539,13,86.39275232089045,86.1967780568919,20.000227585314992,1
26,231.64789163049946,6153,6,84.14651152105174,51.552539426623866,29.202188761400084,0
25,327.8865459634497,7226,8,57.349903659264086,45.1146962889305,1.5814118017047785,1
45,221.76190685925658,3976,13,81.16406180375333,61.60355977924357,5.748800158634437,1
41,283.60234410021707,6251,4,72.94056893573699,39.49881985076634,19.20671767616917,0
29,256.678664539451,4499,0,75.84235988785113,49.302617949677995,26.89579350571194,0
15,174.0831995062957,17587,0,40.04887703852529,55.04324121420245,23.929437301315463,0
45,263.26579904953127,19206,8,55.495456057171396,48.02159407691951,13.967474566502009,0
1,176.07126542437425,11736,4,95.84102180293934,59.26686754830034,22.364240252533126,1
25,177.06460652308203,9633,13,57.404564998343545,55.00229369846811,6.2429268309942945,1
7,189.5703837031845,7971,12,66.28093133497856,80.34841702218897,0.41191774722875385,1
9,191.9400988836435,10507,12,51.200438931744465,89.69656400010615,17.100499509762443,1
24,233.06847315930736,14158,10,48.316153114221386,36.560009088610414,24.397340129781682,1
1,166.45566320545973,12108,14,52.52013811832231,83.51466532387242,13.003306181409776,1
44,244.45513892914886,13077,12,73.21883973201838,90.5651285006258,17.077463113462613,1
8,243.73720415157354,5175,1,95.14171908340649,74.62985448796394,12.66543583921379,1
24,217.14817662222424,3859,14,59.57195079377142,94.76727895109474,15.421136996161028,1
11,296.98059543037226,3962,2,59.40447713247826,51.77779497821798,26.530387913547504,0
17,264.3696324329154,14616,0,73.8484352132121,83.97014620302275,14.3442032790817,0
8,253.48646451002324,18751,5,61.404563061588114,73.79066280399778,0.2242675940570915,0
35,203.30766872716256,13857,11,94.62496287903929,51.022871167834744,23.995459270114523,1
35,217.5883068907163,6210,5,62.670882558535716,75.80397142817245,18.53152024207518,0
33,226.1903681543877,3909,2,69.42653515116803,63.12541953874126,21.91180010806787,0
5,200.66206867638027,11408,14,72.00335703822465,42.28330290181297,27.032616190219308,1
42,181.22152698457646,4405,2,86.92406770782827,41.30217935661508,8.58642708691412,1
39,79.71436285618441,16993,6,73.83435636489301,76.37092503978013,15.092097638008967,0
41,235.88827045624117,15923,14,54.34930600883945,76.27548005058767,18.07450648037636,1
28,252.07236084416772,1820,0,47.43923239758204,64.50029446249317,10.361734934870466,0
7,141.9440571921582,8255,4,96.26647280133784,62.59201837305356,25.382014570614626,1
9,230.2584324860246,15941,12,88.09377967834644,41.702498969776016,20.926985396995747,1
8,170.4236660841238,12017,2,41.37791261733494,57.903597995279824,22.00222751439154,0
12,181.67354087964634,5453,4,89.29173905941286,86.64083886702156,24.240218051297784,1
34,265.5380263681677,13206,10,75.43586763428613,85.55727489618481,7.7425254393474985,1
33,150.4682804892993,14710,13,71.1336541020966,72.95972861752642,22.369253689949325,1
48,150.392610565339,15860,3,40.73375074141354,94.82818406803266,23.214205786509016,0
23,290.2417182821999,9086,5,86.8518433830649,88.05659253482534,25.27177639953101,1
24,192.72216507318083,16776,11,51.88390085447501,39.43997753192663,14.656134915050732,1
37,262.3272796615534,19050,8,83.67887279164475,55.943866201090685,15.125688464812455,0
35,120.06485690855328,8389,1,40.952094841949034,38.575936509352836,2.945346603035115,0
44,124.06983652045734,12774,9,87.78121897997117,60.29582506789821,25.5636287645469,1
40,154.35277422107896,3200,7,41.38236810130243,80.46488360841408,16.004645661379953,0
22,175.92696117336556,13142,13,54.15357424435115,40.126266145369364,17.833041649326553,1
27,129.8356701673444,18367,12,56.096692750762806,87.22743210729371,3.643219694583677,1
35,218.46482382149998,7051,1,49.45051828641559,66.9887408501329,18.054675957190046,0
1,221.72970843283912,5115,3,68.86349177172214,78.68138956182094,1.259650502853178,0
35,155.09285610807314,7371,8,57.021277577002536,32.93512778699402,27.696262999219517,0
37,159.07006503045992,7587,3,99.59727854363541,36.099479967806666,25.906124160077912,1
47,165.66092830742193,11607,6,74.79812760192634,70.35597711584792,5.8295227089367385,0
14,141.75571005534795,16234,10,73.98866950325443,84.4824743403712,17.814019981698955,1
3,55.22211500110413,14930,4,53.25217780638731,86.80123049413913,18.0809736150859,0
1,195.74798469275672,10080,12,64.52136632289468,74.7440061423603,24.102972441059183,1
5,178.47811536495118,2883,1,47.4386796616,43.061016809577325,22.70761088256914,0
26,183.59270775867134,5821,7,85.75175513502317,42.67641145294529,29.797296467304577,1
14,149.4098239495614,4822,10,59.86955476920862,87.288578578215,10.525220314037014,1
39,240.52487495751336,9338,9,85.11795000359263,37.360300058622904,3.738973554531806,1
27,321.26957947085407,19100,14,62.30175999576853,74.59460616705097,17.204151598551906,1
9,158.29575719894223,3477,9,99.32543440689074,64.67794453738846,22.919750222001454,1
15,269.9848069486174,14135,1,50.267297335277306,57.39230624891056,8.573800569169212,0
15,218.3324906073647,10655,2,40.09143363299988,58.62174680065061,7.086191005739667,0
26,201.7709945891217,11437,9,75.68953248270314,91.43847857778738,24.07363785839052,1
42,182.79386317185845,16332,6,97.17719200527029,85.99380799330476,22.61166875175668,1
13,195.8391564883004,10502,4,78.82324329435876,86.22395115231349,6.101759032115598,0
32,257.4795344849313,1368,9,45.14341136489086,56.43019002933544,26.07811811985996,1
39,143.09595195217437,14598,10,72.42882294797353,36.95377856792498,4.0418825177747735,1
49,186.24966344242742,3747,2,94.56921616826364,94.85956315264664,3.277194758153783,1
32,262.45001039112515,8562,11,40.390364072800764,39.4473006716063,10.533217093754958,1
4,249.18573467639987,8139,1,50.014732770267926,63.51285147136276,26.595977788759004,0
30,143.87070305248784,11010,10,88.87369336615699,47.20024725889549,20.863205059776305,1
37,190.87040611094773,7704,5,93.63442639464897,63.19828600724404,11.841557476537044,1
23,236.40039239170136,2887,9,82.42963725209626,49.82065761667212,4.717527703556166,1
39,233.17140596605486,12975,0,99.49360981838925,88.29763164036237,21.404295381679333,1
45,248.75672606216438,17443,7,45.41295577519416,92.94220372107587,17.97441658464938,0
15,219.21429440836488,1544,4,72.74059095019362,56.6541783714624,29.630487332073926,0
43,227.5976573997892,14555,4,81.09968335885517,34.56232663754143,22.966783854436347,0
29,217.13982109635793,18614,13,82.15868322214527,73.11684645745632,3.0637186922541417,1
36,278.98665387639454,15813,1,87.60907692065096,54.480661663150435,21.846451782318933,1
13,178.9094410284391,14333,6,95.057562705963,94.08796263716776,7.723411365493508,1
32,202.40955814726087,17942,4,61.69848673702688,35.80936056251983,28.85687096926253,0
7,149.25155838411453,15684,7,42.57780356845815,37.74321864518558,0.5782085242263224,0
22,139.39891165977937,9861,4,61.7465148688575,75.46250242212555,7.150517709538934,0
28,216.24783505291904,18454,14,80.29688580323409,79.31222415299438,14.969951295354747,1
2,163.79068670290738,2050,8,52.80736524001861,60.62126627888662,2.372052013615783,0
42,197.1157198551322,15292,4,88.59837709352263,48.02219915860884,10.321885030325955,1
45,280.88746552621046,16756,12,53.185867463369846,50.137653193479395,14.917049196357704,1
6,277.99688511864105,5022,2,40.603804142810404,51.9682428173826,13.407997581201027,0
28,311.202238934415,9336,12,70.48484645341476,44.64332939168924,13.817556752022021,1
28,281.88262541995607,3634,1,83.5876942842172,85.29176562957771,26.370691558180617,0
44,320.15090958927453,8288,4,60.979320432210045,34.23001849106184,15.158726206959539,1
44,221.82648339062806,9992,9,84.93374797220721,56.47305856509045,28.23140552477691,1
20,154.84897086777082,2485,12,66.3042600472605,78.59420441466452,4.431950422922362,1
30,149.98037152572599,18056,9,50.30287703840413,30.248655839037234,8.407682625181032,1
11,269.816530372076,13166,4,45.4335036279373,87.07211359076035,19.695473255818012,0
28,202.581325140521,18798,5,82.63522989444084,75.90905880465868,8.493677457068443,0
25,206.30657579230078,4894,1,63.14288725617267,34.76930719421442,10.418282082421547,0
39,172.54644560230932,4846,4,94.76642607542621,88.17477828463848,27.03084594022773,1
33,178.54130301753588,15481,14,72.41530351443699,61.67482452100317,16.156775244150992,1
1,219.18796448884626,10386,0,60.90594509324215,72.39555670287025,10.039822678779514,0
27,147.23882549379817,19408,2,60.93945561938339,87.33216934372473,23.30135333672738,0
13,212.85692329040478,18741,2,47.88627186715895,87.27555240481524,2.119942621506097,0
41,275.5540097567565,15996,2,75.6273492153494,56.5683677029876,16.90987830618638,0
3,93.31820791705896,9048,14,74.93002812461933,45.44981652662072,2.99009166439717,1
39,122.93440609614433,1568,2,87.99962151618962,46.73240038250148,5.3055240614809795,1
6,233.7804980751529,7490,7,52.071817748024564,79.78620311494231,1.8733636286850996,0
8,268.19839368304315,2945,14,57.44737854854964,90.41297346526913,27.050490863484015,1
27,175.50536349301592,17791,0,45.8342781457349,34.694993765387245,1.4461337630350957,0
9,100.08796924777307,5228,5,57.7205321361344,30.976282324810892,15.492493438205612,0
37,271.5962086970376,12945,5,65.68612694526405,83.49077899572814,6.749322059522966,0
33,159.44674240427378,9805,0,97.84170435723902,55.1291692115138,11.507659010916829,1
42,181.93768285361938,8131,12,79.1839601724948,47.969200922280464,14.809685540394916,1
44,215.95224361598883,3218,0,86.97243578675173,42.24430009502972,13.501804238513257,1
24,166.67833140446214,15975,2,59.530593113229415,52.521239638835894,22.442615696153155,0
15,156.19351364214026,16609,14,48.670768768485786,93.14542580307051,27.356499787683777,1
32,157.10999037179556,8711,7,55.40319651479979,93.51018534534029,9.008166422540965,0
32,292.89642804638413,12991,5,55.38806145995927,51.54837922618579,0.7362149146817665,0
24,257.9806794212641,13105,3,74.98691969760563,92.63985768879249,26.818363072194977,0
41,228.7258670308591,17877,4,60.48826794730172,49.491124233075105,29.363521970981825,0
49,90.67833871327169,16238,9,91.44393185999672,85.54127119235972,13.000535231185935,1
49,228.90959475277933,4868,13,99.31267115418987,43.78027359505937,13.673666320476837,1
12,226.21001042047345,12526,2,60.59790431580691,83.7216932441794,4.324683314588249,0
39,136.0933429907417,11060,14,82.30361642122065,52.992475841216915,14.265703502879552,1
2,212.93550667369163,6433,13,79.44919491522214,42.72202879629183,9.100477079429215,1
3,252.57462481293445,18822,14,51.66774926393689,90.760693982536,29.831402026084085,1
49,228.46829592968868,2352,10,95.08051568923804,43.92198160786354,5.545438926199315,1
37,165.9915299149887,9236,10,51.96655523130407,94.46928967435072,11.357601960373739,1
49,200.66323215419865,19764,5,84.21742790018192,37.05730300525184,18.495059459958114,0
17,236.51784656005995,5560,5,60.85657853645875,30.651350920363473,10.353706554671955,0
49,202.97260171088246,17583,5,62.024894020538284,86.6015804950104,14.232706171560817,0
2,262.7142444553448,16560,8,67.32694317333761,68.12928654005128,29.20450899722629,0
2,219.78407784200544,5424,13,91.87047868330838,57.405709634877056,15.242141281523946,1
28,237.64613326439155,8847,14,48.41511649067273,35.32765515958612,27.309613154214528,1
23,241.070032349588,15195,9,43.27417467008524,67.3680145138101,1.2924860623583834,1
37,146.66586483470684,5797,12,64.12244913482688,55.59216304033347,3.5945503170550728,1
32,202.49930176783394,15309,10,43.33510594852528,61.435424344264376,28.335347842593517,1
33,183.38227632405176,3407,7,81.25605298344644,70.97547099114354,3.861933350642844,0
1,252.19229974035392,4791,5,85.6195045016328,71.5956843659866,22.096535861731134,1
19,223.16165233520124,7508,1,91.28274368519553,92.43895068794755,13.380108124564483,1
2,190.5893768947205,15407,3,84.6305347290158,72.57847187355742,12.202449875998658,0
44,135.90742982786685,10629,14,94.98108362156074,52.06126911184501,19.77660792828236,1
26,120.15458339397294,1126,5,84.89806736339332,51.4261338047301,21.828024757764837,0
32,215.51713099724768,10812,8,96.16453839270409,61.015461938997404,27.959078408571184,1
6,164.139366138327,8694,10,51.586647652561794,46.856300491431895,7.706564666255834,1
32,233.30632340486164,4319,1,69.9917879720638,54.46853357820878,20.942411329842496,0
4,117.84298674618869,9673,14,99.63583598229452,84.7373301754392,10.268574530179732,1
11,279.64755991044456,6431,5,80.89469095256294,85.88450418636782,21.528292346489323,0
17,233.19320449658375,5378,9,92.71846707935543,70.80651108302212,4.263483777611315,1
38,204.95925449888637,19505,10,41.82362762997131,67.88466122961542,13.726276491915883,1
24,284.1529468201366,12012,9,92.30547391410624,57.761489062679395,5.508891830289704,1
5,247.4208967110568,7490,9,81.86279407432586,71.33342951197503,10.093386893180318,1
34,176.2498380691478,11563,6,50.245326039262636,82.39346747254685,21.46888222387416,0
6,203.87881548891644,17622,13,41.5408573854158,77.96005876408373,7.000495484278964,1
22,101.78628500926273,2420,13,55.595594687539176,32.304868519049585,20.546517114509633,1
11,253.20951552744253,15672,14,94.94640153956621,77.52344990936618,14.878205821424608,1
48,185.2024161004139,1340,7,80.08797632201718,76.79659836637511,2.761096711698392,0
16,101.1387577380509,12542,12,95.16814625699945,36.43438488476567,11.600840556484021,1
33,140.90807152955043,8520,8,66.76904694965557,39.7660786982932,26.07618608880755,0
9,243.5456024224705,12185,4,96.19762571411445,81.21405322672126,29.678726938690414,1
6,280.69013575180765,5987,8,67.77758892670033,66.33432258602912,11.06763291953275,0
16,201.02127594590434,13749,8,52.25528346510007,83.40588438806805,1.6462419365609338,0
29,150.8974329003553,6412,12,49.08360785106684,42.008368768888936,3.9056332291832385,1
3,128.9625155160449,8670,14,99.62870878210265,31.989959705911893,23.644452418333177,1
20,270.73073090705543,19879,10,60.03175968847425,40.52621405362662,19.673612195690353,1
36,222.47338892236138,14766,6,49.60318151905526,59.41705294339624,8.550359976655239,0
19,183.49301896776268,9323,1,40.50450585344513,64.0140291146436,11.73895688122241,0
26,171.58641069622297,2857,7,57.134173991777345,85.75057293342334,24.334506937367156,0
3,233.59148188668144,15455,11,93.34696861615234,76.55303444038414,12.393298408736046,1
19,232.21592470356802,1504,4,72.0405592406381,94.37539163439018,22.673196355082823,0
20,155.17077932720272,8467,12,77.94610309149729,35.116773439398656,8.856171041506975,1
32,142.8813754549529,19540,10,95.34346623343197,38.46436971509489,21.74435395784931,1
7,145.40486521432527,9484,7,70.77039508642176,35.48311359833703,13.99192329316303,0
41,176.58877097628218,12842,1,90.29679075115688,64.99977302757895,16.360628449812147,1
33,165.51072732086217,5923,13,59.42999668458122,47.34595010241119,17.961993370511095,1
40,280.9046009084783,10251,6,98.62611177047319,74.43614110631181,13.51724083499117,1
39,174.81096888702805,16920,4,44.728832410747145,38.6249077496826,13.98406859091584,0
18,137.5166776025135,11495,3,83.48977153079588,36.70744097153821,7.971258620778721,0
40,140.32512795502362,14319,9,79.63397720561767,59.910755549541605,29.572931343317013,1
1,190.80141994792024,10393,12,51.50029035104902,54.43339296211605,27.17445168146366,1
11,108.89379385105798,7900,5,63.33063993079216,83.89571953968144,15.821484828563563,0
28,196.99396430688017,3160,4,58.769747006620385,84.44101487779491,1.0388823766946864,0
25,133.18952497592178,17236,5,45.66957209994972,37.63286341177589,5.052839125649652,0
23,257.93051833708506,7221,8,75.08728137705047,82.80098068973297,25.618056343083307,0
31,205.82811746209725,11038,0,99.62019073390994,66.67072385461037,27.924362192392913,1
30,306.0511800766222,9255,12,73.57528846320335,62.7312878019855,4.8387631372332995,1
42,188.58997102488948,3699,10,72.71559441276172,36.15961945589996,22.035559690703884,1
35,43.4128083014873,12125,0,42.4188224412729,78.07599998464795,18.690699287280893,0
7,272.8840600178102,16401,12,48.35321340182143,33.876195855830744,9.101549098533676,1
16,225.0961579238534,1372,5,70.79314534613566,48.049965027224,13.082742108801785,0
26,232.84539394803366,15544,1,99.11071385104428,36.2030497596615,20.318082821265687,1
48,149.87082051279754,19898,7,92.59646412771153,64.49989463966003,3.0388774140837373,1
49,197.85759722023056,18315,6,60.41254728239005,71.9399538161235,5.6712795577799335,0
2,209.323043756783,2990,5,72.58025525368765,87.90558452122761,0.9994491680727524,0
1,188.10896911969508,10607,3,73.1621333352482,77.70167486475714,27.0660517623993,0
48,113.2818587373263,7790,8,81.12163676573098,92.47178592939484,17.21688568606264,0
12,338.4346024129527,9553,6,81.26692247434832,79.46173913748893,15.702823074261689,1
5,241.79146189141125,6383,6,87.38754930315842,49.37475171400936,21.187219218495194,1
37,221.0292023510198,16575,14,41.49826149038094,65.59301268660576,29.65050671056402,1
32,265.694281050699,1715,4,96.62081143824675,59.76607655580103,5.167118653115813,1
9,232.20961055194206,10837,0,44.2037227593548,66.78796703642739,3.993180525920236,0
41,166.13985599601497,18931,13,68.5696066886164,67.1858070618055,8.843725947298942,1
35,262.48913789088454,14950,13,95.17475658154257,75.6365705554867,27.118324793101184,1
19,242.61080032890075,8992,1,69.26012975386479,35.39784795196168,12.34381834322584,0
48,168.03570913429706,18035,7,43.81821005398701,78.53843337731382,23.804902744116287,0
16,239.50073341425224,2050,10,53.75440118871635,39.34333486016172,6.087844796025717,1
3,187.97149839119595,14357,4,74.72000532210537,31.70347481980101,14.808163270803687,0
20,210.42390998993065,5742,1,45.27169707393814,63.72886022749504,3.824116174393807,0
24,229.98252334566132,14369,11,65.42067586103778,67.7960024430428,12.386952000921873,1
33,268.42488506524796,6044,4,59.74559597148429,32.26531955760688,7.868459005852323,0
24,167.7002007436473,11288,7,88.91245766945437,63.49912246070149,16.482947875386117,1
11,218.24810903261317,8261,3,46.60791630012695,64.74706354375566,23.41218639225579,0
49,300.78631131155976,11846,2,80.96790700952718,33.41216858222377,28.151111140440843,1
8,191.19762519865242,19064,4,64.39534425255455,76.25304353245394,8.515283437946671,0
36,209.82783888497912,10799,12,75.26504082833972,43.66883061598517,22.293950871280227,1
38,300.7115237238994,4522,6,52.331906315232686,81.63984889864423,26.56777011846097,1
40,231.87387359745523,14690,1,76.58222108569754,50.20343843699298,3.745556311509899,0
20,126.30098604194421,3057,0,80.43866364496677,61.0630145451741,17.577966843156467,0
35,160.22611739228176,3721,12,44.21389387966467,87.97030716222636,18.355389257954105,1
48,234.47896071827216,5821,10,89.46065605497623,82.4016653454156,8.171553069079144,1
25,221.15024539452375,3563,4,91.67524677329448,80.8211326080546,0.6754367882757606,1
35,208.12899333694097,15559,12,43.81324334096768,40.4282228450024,7.701088394511276,1
25,308.0612091583232,14692,12,76.19124928583715,33.12925513547457,17.542038217237756,1
29,169.12564219208025,16661,6,75.64068981833361,69.37433179423927,5.8932813724040365,0
18,196.2793088283982,1202,12,40.7475047121066,56.69495676177511,8.620355388244004,1
46,101.84448952808822,1941,7,60.54078483735708,89.09002296798081,21.237673802738435,0
18,258.0329944400486,17972,10,98.13554696282486,52.723562131601625,11.9494677471227,1
2,160.057384946871,9762,7,73.32704513612458,56.68564281486495,1.9627616075181553,0
35,252.85683844004646,10537,9,95.9927081644903,64.19003529817977,11.974976526605149,1
16,247.60150657186506,2642,8,80.53867815264303,81.76604326608728,29.99306894617082,0
41,317.4549629393889,2365,10,41.70343109339659,47.43943851655216,7.831546165002251,1
36,232.4637788265606,8556,10,44.66279188290352,91.21834271555431,7.957695853505493,1
33,182.19566878399456,1008,11,83.33073732204538,65.09487232689997,5.096592439782067,1
4,222.6811479998546,17915,0,73.27406742214117,84.6635219763366,8.149121481036042,0
33,162.0373576085706,2035,6,47.629099875992544,64.16520142464123,17.242599102435396,0
14,215.95800887544544,13763,9,76.84376070121698,80.17955772310087,28.938063960537775,1
21,189.95487472288139,19001,7,88.61724163409177,33.34234891147916,18.230858168176447,1
48,196.48307751640644,7722,5,85.17894580795672,81.9488113093959,12.295427768333054,1
20,155.08167560362182,18460,9,54.76974760192402,64.05736293764625,11.689008872213316,1
8,215.02230298813882,5015,13,55.491697999362636,59.212013232127866,0.7267765383416291,1
7,241.21150128430344,8129,11,98.07026830612682,37.254628329771414,0.07626906599700778,1
3,117.39516026641364,3962,3,93.24428812916298,78.20156502905334,23.915806409385926,1
17,165.57036733674312,5840,6,59.10023886585232,38.52563741276903,14.70481987544258,0
33,208.40235845901353,18296,2,89.4432693801405,42.50065783225955,0.9962823909948948,1
48,82.6341679393293,16337,1,49.704311783952726,38.21751162112714,8.580811343710913,0
12,287.01322168564593,6699,5,51.810466079593866,30.427414501387652,10.700456516285954,0
22,164.44445927234725,6922,1,50.87176323072072,73.02439570436692,23.49866669951643,0
22,153.0956240620786,15862,5,45.26324650081091,47.604862910154424,13.031601095982015,0
46,189.63288618716058,14598,9,91.28068696968131,39.71557984740208,23.679005244785845,1
30,206.86864193991119,2898,2,74.72841389227452,50.79821136343162,19.012021526063847,0
38,162.17635510238313,3822,13,55.53736554963631,62.44050495053402,0.994086192482988,1
38,249.02068329944635,5484,1,90.91930196365564,62.7218138574786,29.060661122089545,1
45,219.98532697206116,14052,12,88.15880556356922,53.86774054157736,5.442991100259828,1
8,158.13790531973223,19038,7,46.057091087665334,62.170597617692884,8.268586851242754,0
27,173.87974415388143,17975,3,78.64836242409831,57.77719475667462,24.27882085563975,0
27,124.16151518048405,2848,14,83.31001609154623,83.47324105399157,5.695195922623797,1
